Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Napa County,2011,Annual,70600,63600,7000,10,N,Final
County,Napa County,2012,Annual,71600,65500,6200,8.6,N,Final
County,Napa County,2013,Annual,72500,67400,5100,7,N,Final
County,Napa County,2014,Annual,73300,69000,4200,5.7,N,Final
County,Napa County,2015,Annual,73700,70300,3400,4.6,N,Final
County,Napa County,2016,Annual,72900,69800,3100,4.3,N,Final
County,Napa County,2017,Annual,73300,70600,2700,3.7,N,Final
County,Napa County,2018,Annual,73800,71600,2200,3,N,Final
County,Napa County,2006,Annual,71800,69000,2800,3.9,N,Final
County,Napa County,2007,Annual,73300,70400,2900,4,N,Final
County,Napa County,2008,Annual,75600,71700,3900,5.1,N,Final
County,Napa County,2009,Annual,75900,69200,6600,8.7,N,Final
County,Napa County,2019,Annual,73200,71100,2100,2.9,N,Final
County,Napa County,2020,Annual,68900,62900,6000,8.7,N,Final
County,Nevada County,2009,Annual,50620,45200,5420,10.7,N,Final
County,Nevada County,2008,Annual,50380,47050,3330,6.6,N,Final
County,Nevada County,2007,Annual,50200,47810,2380,4.7,N,Final
County,Nevada County,2006,Annual,49690,47520,2170,4.4,N,Final
County,Nevada County,2018,Annual,48560,46850,1710,3.5,N,Final
County,Nevada County,2017,Annual,48320,46320,2000,4.1,N,Final
County,Nevada County,2016,Annual,48150,45840,2310,4.8,N,Final
County,Nevada County,2015,Annual,48010,45390,2620,5.5,N,Final
County,Nevada County,2014,Annual,47750,44580,3170,6.6,N,Final
County,Nevada County,2013,Annual,47990,44060,3940,8.2,N,Final
County,Nevada County,2012,Annual,48260,43470,4780,9.9,N,Final
County,Nevada County,2011,Annual,48940,43420,5520,11.3,N,Final
County,Nevada County,2010,Annual,48940,43070,5870,12,N,Final
County,Nevada County,2005,Annual,49250,46900,2350,4.8,N,Final
County,Nevada County,2004,Annual,48680,46100,2580,5.3,N,Final
County,Nevada County,2003,Annual,48270,45550,2720,5.6,N,Final
County,Nevada County,2002,Annual,48340,45760,2580,5.3,N,Final
County,Nevada County,2001,Annual,46820,44750,2070,4.4,N,Final
County,Nevada County,2000,Annual,45440,43570,1860,4.1,N,Final
County,Nevada County,1999,Annual,43610,41810,1790,4.1,N,Final
County,Nevada County,1998,Annual,42720,40400,2320,5.4,N,Final
County,Nevada County,1997,Annual,40780,38250,2530,6.2,N,Final
County,Nevada County,1996,Annual,40090,37280,2810,7,N,Final
County,Nevada County,1995,Annual,40160,37130,3030,7.5,N,Final
County,Nevada County,1994,Annual,40990,37900,3090,7.5,N,Final
County,Nevada County,1993,Annual,40210,36800,3400,8.5,N,Final
County,Nevada County,1992,Annual,39580,36210,3370,8.5,N,Final
County,Nevada County,1991,Annual,38470,35940,2520,6.6,N,Final
County,Nevada County,1990,Annual,36020,34290,1730,4.8,N,Final
County,Nevada County,2020,Annual,46490,42790,3700,8,N,Final
County,Nevada County,2019,Annual,48390,46750,1650,3.4,N,Final
County,Orange County,1990,Annual,1352700,1305500,47100,3.5,N,Final
County,Orange County,1991,Annual,1321800,1251300,70500,5.3,N,Final
County,Orange County,1992,Annual,1330300,1241000,89300,6.7,N,Final
County,Orange County,1993,Annual,1326900,1236300,90600,6.8,N,Final
County,Orange County,1994,Annual,1333300,1256100,77200,5.8,N,Final
County,Orange County,1995,Annual,1321900,1255100,66800,5.1,N,Final
County,Orange County,1996,Annual,1331300,1275100,56300,4.2,N,Final
County,Orange County,1997,Annual,1374200,1328600,45600,3.3,N,Final
County,Orange County,1998,Annual,1427600,1386200,41400,2.9,N,Final
County,Orange County,1999,Annual,1463200,1423800,39400,2.7,N,Final
County,Orange County,2000,Annual,1480400,1429000,51400,3.5,N,Final
County,Orange County,2001,Annual,1509100,1449100,60000,4,N,Final
County,Orange County,2002,Annual,1524200,1447700,76500,5,N,Final
County,Orange County,2003,Annual,1545300,1470800,74500,4.8,N,Final
County,Orange County,2004,Annual,1568600,1502000,66600,4.2,N,Final
County,Orange County,2005,Annual,1586200,1527000,59200,3.7,N,Final
County,Orange County,2010,Annual,1537700,1383900,153800,10,N,Final
County,Orange County,2011,Annual,1543800,1400900,142900,9.3,N,Final
County,Orange County,2012,Annual,1558500,1433500,125000,8,N,Final
County,Orange County,2013,Annual,1559500,1455300,104200,6.7,N,Final
County,Orange County,2014,Annual,1565400,1478500,87000,5.6,N,Final
County,Orange County,2015,Annual,1584300,1513100,71200,4.5,N,Final
County,Orange County,2016,Annual,1597400,1532700,64700,4.1,N,Final
County,Orange County,2017,Annual,1606800,1550100,56700,3.5,N,Final
County,Orange County,2018,Annual,1616000,1568000,48100,3,N,Final
County,Orange County,2006,Annual,1600400,1546000,54300,3.4,N,Final
County,Orange County,2007,Annual,1608600,1546700,61900,3.8,N,Final
County,Orange County,2008,Annual,1616300,1530100,86100,5.3,N,Final
County,Orange County,2009,Annual,1595700,1451500,144200,9,N,Final
County,Orange County,2019,Annual,1613100,1567200,45900,2.8,N,Final
County,Orange County,2020,Annual,1553300,1416700,136600,8.8,N,Final
County,Placer County,2009,Annual,180600,161400,19200,10.6,N,Final
County,Placer County,2008,Annual,177100,165500,11500,6.5,N,Final
County,Placer County,2007,Annual,172700,164600,8200,4.7,N,Final
County,Placer County,2006,Annual,169100,162100,7000,4.2,N,Final
County,Placer County,2018,Annual,185600,179700,6000,3.2,N,Final
County,Placer County,2017,Annual,181400,174300,7100,3.9,N,Final
County,Placer County,2016,Annual,179600,171500,8100,4.5,N,Final
County,Placer County,2015,Annual,176300,167400,9000,5.1,N,Final
County,Placer County,2014,Annual,175100,164000,11100,6.3,N,Final
County,Placer County,2013,Annual,175200,161500,13700,7.8,N,Final
County,Placer County,2012,Annual,174500,157900,16600,9.5,N,Final
County,Placer County,2011,Annual,173500,154300,19200,11,N,Final
County,Placer County,2010,Annual,173400,152800,20600,11.9,N,Final
County,Placer County,2005,Annual,164300,157200,7100,4.3,N,Final
County,Placer County,2004,Annual,158500,150900,7600,4.8,N,Final
County,Placer County,2003,Annual,152700,144800,7900,5.1,N,Final
County,Placer County,2002,Annual,146200,138900,7300,5,N,Final
County,Placer County,2001,Annual,138700,133100,5600,4,N,Final
County,Placer County,2000,Annual,132000,127300,4700,3.6,N,Final
County,Placer County,1999,Annual,120100,116200,3900,3.3,N,Final
County,Placer County,1998,Annual,113400,108800,4700,4.1,N,Final
County,Placer County,1997,Annual,109800,104700,5100,4.7,N,Final
County,Placer County,1996,Annual,105700,99900,5800,5.5,N,Final
County,Placer County,1995,Annual,102100,95800,6300,6.1,N,Final
County,Placer County,1994,Annual,98500,91900,6600,6.7,N,Final
County,Placer County,1993,Annual,93100,85600,7600,8.1,N,Final
County,Placer County,1992,Annual,93400,85500,7900,8.5,N,Final
County,Placer County,1991,Annual,91300,85300,6000,6.5,N,Final
County,Placer County,1990,Annual,89500,85800,3800,4.2,N,Final
County,Placer County,2020,Annual,184900,171300,13600,7.3,N,Final
County,Placer County,2019,Annual,188600,182600,6000,3.2,N,Final
County,Plumas County,1990,Annual,9470,8530,940,9.9,N,Final
County,Plumas County,1991,Annual,9680,8600,1080,11.1,N,Final
County,Plumas County,1992,Annual,9680,8320,1360,14,N,Final
County,Plumas County,1993,Annual,9680,8210,1470,15.2,N,Final
County,Plumas County,1994,Annual,10000,8550,1450,14.5,N,Final
County,Plumas County,1995,Annual,9750,8460,1290,13.2,N,Final
County,Plumas County,1996,Annual,9890,8680,1220,12.3,N,Final
County,Plumas County,1997,Annual,9850,8800,1050,10.6,N,Final
County,Plumas County,1998,Annual,9690,8690,1000,10.3,N,Final
County,Plumas County,1999,Annual,9450,8590,860,9.1,N,Final
County,Plumas County,2000,Annual,9750,9070,690,7,N,Final
County,Plumas County,2001,Annual,9930,9170,760,7.6,N,Final
County,Plumas County,2002,Annual,10210,9340,860,8.5,N,Final
County,Plumas County,2003,Annual,10450,9410,1040,9.9,N,Final
County,Plumas County,2004,Annual,10400,9380,1020,9.8,N,Final
County,Plumas County,2005,Annual,10130,9280,850,8.4,N,Final
County,Plumas County,2010,Annual,9170,7460,1710,18.7,N,Final
County,Plumas County,2011,Annual,8890,7300,1590,17.9,N,Final
County,Plumas County,2012,Annual,8480,7090,1390,16.4,N,Final
County,Plumas County,2013,Annual,8230,7080,1150,14,N,Final
County,Plumas County,2014,Annual,8090,7140,940,11.7,N,Final
County,Plumas County,2015,Annual,7890,7080,820,10.3,N,Final
County,Plumas County,2016,Annual,7850,7080,770,9.8,N,Final
County,Plumas County,2017,Annual,7770,7070,690,8.9,N,Final
County,Plumas County,2018,Annual,7820,7220,600,7.6,N,Final
County,Plumas County,2006,Annual,10100,9330,770,7.6,N,Final
County,Plumas County,2007,Annual,9960,9120,840,8.4,N,Final
County,Plumas County,2008,Annual,9820,8780,1040,10.6,N,Final
County,Plumas County,2009,Annual,10090,8470,1610,16,N,Final
County,Plumas County,2019,Annual,7880,7260,620,7.8,N,Final
County,Plumas County,2020,Annual,7560,6750,810,10.7,N,Final
County,Riverside County,2009,Annual,921400,795700,125700,13.6,N,Final
County,Riverside County,2008,Annual,912000,833600,78500,8.6,N,Final
County,Riverside County,2007,Annual,903200,849300,53900,6,N,Final
County,Riverside County,2006,Annual,882600,838300,44400,5,N,Final
County,Riverside County,2018,Annual,1090100,1041500,48600,4.5,N,Final
County,Riverside County,2017,Annual,1071600,1014900,56700,5.3,N,Final
County,Riverside County,2016,Annual,1051600,987200,64400,6.1,N,Final
County,Riverside County,2015,Annual,1033500,963800,69600,6.7,N,Final
County,Riverside County,2014,Annual,1009200,925500,83700,8.3,N,Final
County,Riverside County,2013,Annual,993000,893500,99600,10,N,Final
County,Riverside County,2012,Annual,985200,868800,116500,11.8,N,Final
County,Riverside County,2011,Annual,977300,846300,131000,13.4,N,Final
County,Riverside County,2010,Annual,977800,839100,138600,14.2,N,Final
County,Riverside County,2005,Annual,852700,807100,45600,5.3,N,Final
County,Riverside County,2004,Annual,817500,768500,49000,6,N,Final
County,Riverside County,2003,Annual,776000,724900,51100,6.6,N,Final
County,Riverside County,2002,Annual,746200,697600,48600,6.5,N,Final
County,Riverside County,2001,Annual,709300,670000,39200,5.5,N,Final
County,Riverside County,2000,Annual,680200,644200,36100,5.3,N,Final
County,Riverside County,1999,Annual,692600,654400,38200,5.5,N,Final
County,Riverside County,1998,Annual,660300,616300,44100,6.7,N,Final
County,Riverside County,1997,Annual,638300,589800,48500,7.6,N,Final
County,Riverside County,1996,Annual,612300,560700,51600,8.4,N,Final
County,Riverside County,1995,Annual,607600,550200,57400,9.4,N,Final
County,Riverside County,1994,Annual,597400,533400,64000,10.7,N,Final
County,Riverside County,1993,Annual,582100,511400,70700,12.1,N,Final
County,Riverside County,1992,Annual,576100,507400,68700,11.9,N,Final
County,Riverside County,1991,Annual,551400,495200,56300,10.2,N,Final
County,Riverside County,1990,Annual,536400,498100,38300,7.1,N,Final
County,Riverside County,2020,Annual,1107700,997700,110000,9.9,N,Final
County,Riverside County,2019,Annual,1105700,1058700,47000,4.2,N,Final
County,Sacramento County,1990,Annual,522100,498300,23900,4.6,N,Final
County,Sacramento County,1991,Annual,528500,493000,35500,6.7,N,Final
County,Sacramento County,1992,Annual,528800,484800,44000,8.3,N,Final
County,Sacramento County,1993,Annual,529600,485300,44300,8.4,N,Final
County,Sacramento County,1994,Annual,532800,493800,38900,7.3,N,Final
County,Sacramento County,1995,Annual,535100,498800,36300,6.8,N,Final
County,Sacramento County,1996,Annual,538400,504700,33700,6.3,N,Final
County,Sacramento County,1997,Annual,550700,519800,30800,5.6,N,Final
County,Sacramento County,1998,Annual,565800,537400,28400,5,N,Final
County,Sacramento County,1999,Annual,583000,558100,24900,4.3,N,Final
County,Sacramento County,2000,Annual,608400,582300,26100,4.3,N,Final
County,Sacramento County,2001,Annual,623000,594600,28400,4.6,N,Final
County,Sacramento County,2002,Annual,641900,605400,36600,5.7,N,Final
County,Sacramento County,2003,Annual,652100,613400,38700,5.9,N,Final
County,Sacramento County,2004,Annual,658900,621900,37000,5.6,N,Final
County,Sacramento County,2005,Annual,664400,631700,32800,4.9,N,Final
County,Sacramento County,2010,Annual,683800,595500,88400,12.9,N,Final
County,Sacramento County,2011,Annual,679000,595300,83700,12.3,N,Final
County,Sacramento County,2012,Annual,679900,607200,72600,10.7,N,Final
County,Sacramento County,2013,Annual,677800,616900,60900,9,N,Final
County,Sacramento County,2014,Annual,677700,627600,50100,7.4,N,Final
County,Sacramento County,2015,Annual,684600,643300,41300,6,N,Final
County,Sacramento County,2016,Annual,694000,656400,37600,5.4,N,Final
County,Sacramento County,2017,Annual,696900,664200,32800,4.7,N,Final
County,Sacramento County,2018,Annual,704200,676800,27400,3.9,N,Final
County,Sacramento County,2006,Annual,669900,638100,31800,4.7,N,Final
County,Sacramento County,2007,Annual,676700,640300,36400,5.4,N,Final
County,Sacramento County,2008,Annual,679700,630500,49300,7.2,N,Final
County,Sacramento County,2009,Annual,684600,606000,78600,11.5,N,Final
County,Sacramento County,2019,Annual,710200,683600,26600,3.7,N,Final
County,Sacramento County,2020,Annual,707200,641600,65600,9.3,N,Final
County,San Benito County,2009,Annual,25000,21400,3600,14.5,N,Final
County,San Benito County,2008,Annual,24900,22400,2400,9.7,N,Final
County,San Benito County,2007,Annual,24000,22300,1700,7.2,N,Final
County,San Benito County,2006,Annual,24200,22500,1700,7.2,N,Final
County,San Benito County,2018,Annual,31200,29600,1600,5.1,N,Final
County,San Benito County,2017,Annual,30600,28800,1800,5.8,N,Final
County,San Benito County,2016,Annual,30400,28400,2000,6.7,N,Final
County,San Benito County,2015,Annual,29800,27500,2300,7.6,N,Final
County,San Benito County,2014,Annual,29100,26400,2700,9.4,N,Final
County,San Benito County,2013,Annual,28800,25600,3200,11.2,N,Final
County,San Benito County,2012,Annual,28600,24800,3800,13.3,N,Final
County,San Benito County,2011,Annual,28300,24100,4200,14.8,N,Final
County,San Benito County,2010,Annual,28000,23600,4300,15.5,N,Final
County,San Benito County,2005,Annual,24500,22500,2000,8,N,Final
County,San Benito County,2004,Annual,25100,22700,2400,9.6,N,Final
County,San Benito County,2003,Annual,25500,22900,2600,10.1,N,Final
County,San Benito County,2002,Annual,26300,23900,2400,9,N,Final
County,San Benito County,2001,Annual,27400,25600,1700,6.4,N,Final
County,San Benito County,2000,Annual,27400,25800,1600,5.9,N,Final
County,San Benito County,1999,Annual,26300,24200,2100,8.1,N,Final
County,San Benito County,1998,Annual,26200,23400,2800,10.6,N,Final
County,San Benito County,1997,Annual,26100,23200,2900,11.2,N,Final
County,San Benito County,1996,Annual,24700,21700,3000,12,N,Final
County,San Benito County,1995,Annual,22900,19800,3100,13.6,N,Final
County,San Benito County,1994,Annual,22300,19200,3200,14.1,N,Final
